Value Set Name	Value Set Code	Value Set OID	Value Set Version	Value Set Definition	Value Set Status	VS Last Updated Date	VS Release Comments
Expanded Yes No (HL7)	PHVS_ExpandedYesNo_HL7_2x	2.16.840.1.114222.4.11.820	1	HL7 Table 0532 that contains Yes, No, and some flavors of null	Published	10/22/2008	Initial Load VADS 3.0

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code
ASKU	asked but unknown	asked but unknown		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
N	No	No		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
NI	No Information	No Information		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
NA	not applicable	not applicable		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
NASK	not asked	not asked		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
NP	not present	not present		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
NAV	temporarily unavailable	temporarily unavailable		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
UNK	unknown	unknown		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
Y	Yes	Yes		2.16.840.1.113883.12.532	Expanded Yes No Indicator (HL7)	PH_ExpandedYesNo_HL7_2x	HL7 v2.5	HL70532
